customer_id;first_name;last_name;gender;DOB;job_title;job_industry_category;wealth_segment;deceased_indicator;owns_car;address;postcode;state;country;property_valuation
892;Conroy;Healy;U;;Office Assistant II;IT;Mass Customer;N;Yes;7 Reindahl Center;2767;NSW;Australia;8
893;Gibby;Fearnley;Male;1983-09-11;Geologist I;IT;Mass Customer;N;No;6382 Bayside Street;2153;NSW;Australia;10
894;Catie;Kibbey;Female;1970-12-18;Desktop Support Technician;Financial Services;High Net Worth;N;Yes;850 Manitowish Avenue;2148;NSW;Australia;8
895;Juli;Curness;Female;1966-09-03;;n/a;Mass Customer;N;Yes;88 Comanche Point;2486;NSW;Australia;7
896;Idell;Belderson;Female;1978-06-10;VP Sales;n/a;Mass Customer;N;No;13845 Hayes Center;3228;VIC;Australia;8
897;Pris;Fance;Female;1969-01-11;Account Executive;Manufacturing;Mass Customer;N;No;88022 South Road;4511;QLD;Australia;5
898;Reyna;Braizier;Female;1977-08-28;General Manager;Financial Services;Affluent Customer;N;No;9 Northridge Lane;2340;NSW;Australia;3
899;Teodora;Lawling;Female;1963-08-05;Business Systems Development Analyst;Health;Affluent Customer;N;Yes;95530 Hallows Circle;4110;QLD;Australia;5
900;Clevey;Ivamy;Male;1990-08-07;Associate Professor;Manufacturing;Mass Customer;N;Yes;97 Karstens Place;4226;QLD;Australia;7
901;Letta;McCarter;Female;1975-04-27;;Retail;Mass Customer;N;Yes;237 Summit Pass;4506;QLD;Australia;3
902;Selene;Vasiltsov;Female;1989-07-26;Staff Scientist;Retail;Mass Customer;N;No;1 Cottonwood Street;3150;VIC;Australia;9
903;Hewe;Lidgley;Male;1961-07-03;;Financial Services;Mass Customer;N;No;8642 Forest Run Avenue;2026;NSW;Australia;9
904;Kariotta;Ludman;Female;1974-05-06;Database Administrator II;n/a;High Net Worth;N;Yes;352 Bonner Crossing;3084;VIC;Australia;8
905;Dorian;Drinkel;Female;1978-02-11;Safety Technician II;Manufacturing;Affluent Customer;N;No;52726 High Crossing Junction;3802;VIC;Australia;7
906;Cammy;Marcroft;Male;1998-12-30;Financial Analyst;Financial Services;High Net Worth;N;Yes;60086 Summit Lane;2116;NSW;Australia;10
907;Eamon;McWhin;Male;1978-12-25;Sales Associate;Property;High Net Worth;N;Yes;5 Farmco Way;2747;NSW;Australia;8
908;Carry;Tomlett;Female;1980-08-28;;Financial Services;Affluent Customer;N;Yes;33 Kropf Hill;2211;NSW;Australia;10
909;Suzette;Surgison;Female;1960-01-04;Operator;n/a;High Net Worth;N;Yes;2 Derek Pass;2222;NSW;Australia;7
910;Lewes;Foulcher;Male;1986-04-26;Biostatistician I;Financial Services;Mass Customer;N;No;87140 Mandrake Lane;3124;VIC;Australia;8
911;Marcellus;Shawcroft;Male;1974-10-13;Structural Analysis Engineer;Property;Affluent Customer;N;No;69278 High Crossing Place;2795;NSW;Australia;5
912;Vince;Dalmon;Male;1968-07-19;Sales Representative;Retail;Mass Customer;N;Yes;42 Cordelia Park;2567;NSW;Australia;8
913;Dayle;Spearman;Female;2000-10-28;;Financial Services;Mass Customer;N;No;50 2nd Center;3188;VIC;Australia;9
914;Marc;Egleton;Male;1999-06-16;Chemical Engineer;Manufacturing;Affluent Customer;N;Yes;8 Colorado Circle;3730;VIC;Australia;4
915;Austina;Orrice;Female;1984-09-07;Budget/Accounting Analyst IV;Entertainment;Mass Customer;N;No;55 Daystar Court;2234;NSW;Australia;10
916;Joycelin;;Female;1991-06-18;Recruiter;n/a;Affluent Customer;N;No;21 Dwight Crossing;2062;NSW;Australia;10
917;Odo;MacKaig;Male;1964-05-06;VP Product Management;Financial Services;Mass Customer;N;No;3828 Norway Maple Avenue;2027;NSW;Australia;11
918;Mahmud;Chiles;Male;1975-02-26;Internal Auditor;Health;High Net Worth;N;No;3044 Summer Ridge Center;3060;VIC;Australia;8
919;Grove;Peltzer;Male;1987-07-17;Registered Nurse;Health;Mass Customer;N;Yes;43455 Carey Center;4131;QLD;Australia;4
920;Stefano;Thornborrow;Male;1976-01-19;Software Test Engineer IV;Health;Mass Customer;N;Yes;57953 Drewry Street;2518;NSW;Australia;10
921;Gretchen;Seneschal;Female;1979-12-19;Help Desk Technician;Manufacturing;Mass Customer;N;No;3 Luster Junction;2323;NSW;Australia;4
922;Bekki;Ralston;Female;1972-10-10;Operator;Financial Services;Mass Customer;N;No;9987 Stuart Alley;2766;NSW;Australia;8
923;Garrek;Grimwade;Male;1977-06-26;Senior Financial Analyst;Financial Services;High Net Worth;N;No;2309 Gulseth Way;3199;VIC;Australia;8
924;Clementius;Hambric;Male;1976-11-08;Computer Systems Analyst II;n/a;Affluent Customer;N;No;730 Dixon Place;3158;VIC;Australia;8
925;Nicko;Pembridge;Male;1978-08-07;Accountant IV;Manufacturing;Affluent Customer;N;No;10421 Cordelia Parkway;3188;VIC;Australia;12
926;Terrel;Matthisson;Male;1965-10-14;Professor;Telecommunications;Affluent Customer;N;No;35454 Welch Hill;2477;NSW;Australia;6
927;Jarret;;Male;1966-02-19;Cost Accountant;Financial Services;Mass Customer;N;Yes;3403 Spenser Terrace;3143;VIC;Australia;8
928;Porty;Clemmitt;Male;1973-05-14;Associate Professor;n/a;High Net Worth;N;Yes;06 Oneill Parkway;2770;NSW;Australia;7
929;Kippy;Conerding;Male;1965-09-04;Database Administrator III;Financial Services;Mass Customer;N;Yes;243 Ridge Oak Center;2195;NSW;Australia;9
930;Evelina;Dinan;Female;1971-11-10;Executive Secretary;Retail;Mass Customer;N;Yes;4 Eastlawn Crossing;2036;NSW;Australia;12
931;Katrina;Sappson;Female;1999-08-07;Design Engineer;Manufacturing;Affluent Customer;N;Yes;33 Farwell Crossing;2575;NSW;Australia;10
932;Yoko;Dowrey;Female;1989-07-20;Graphic Designer;n/a;Mass Customer;N;No;5 Reindahl Point;3400;VIC;Australia;2
933;Melany;L'oiseau;Female;1996-05-19;Help Desk Operator;Retail;Mass Customer;N;Yes;8882 Valley Edge Junction;2145;NSW;Australia;8
934;Marcellus;Louisot;Male;1996-01-22;Human Resources Manager;Manufacturing;Mass Customer;N;No;633 Cordelia Alley;3037;VIC;Australia;7
935;Aldin;Cracker;Male;1994-09-12;Marketing Manager;n/a;Mass Customer;N;Yes;32 Dennis Hill;2233;NSW;Australia;9
936;Raffaello;Godleman;Male;1988-05-16;Speech Pathologist;Health;High Net Worth;N;No;54905 Anniversary Pass;4570;QLD;Australia;2
937;Nikolos;McKyrrelly;Male;1985-11-15;Human Resources Assistant IV;Manufacturing;Affluent Customer;N;No;5 Gale Street;4507;QLD;Australia;8
938;Corabelle;;Female;1996-04-06;Technical Writer;Retail;Mass Customer;N;No;5413 Burning Wood Plaza;4220;QLD;Australia;8
939;Cristian;Theodoris;Male;1961-01-10;Product Engineer;Manufacturing;Mass Customer;N;No;6183 Morrow Court;2113;NSW;Australia;11
940;Marnia;Claesens;Female;1987-06-16;Administrative Officer;Manufacturing;Mass Customer;N;No;9 Colorado Trail;3799;VIC;Australia;3
941;Tye;Doohan;Male;1995-02-02;Recruiting Manager;Financial Services;Affluent Customer;N;Yes;627 Ronald Regan Alley;4505;QLD;Australia;6
942;Shirley;Brook;Female;1974-02-07;Director of Sales;Financial Services;Mass Customer;N;Yes;93446 Eagle Crest Plaza;2229;NSW;Australia;10
943;Holly;Gamett;Male;1979-09-17;Legal Assistant;Property;Affluent Customer;N;Yes;9 Clyde Gallagher Plaza;3021;VIC;Australia;7
944;Anderea;Dallewater;Female;1976-01-12;;Manufacturing;Mass Customer;N;No;56709 Petterle Street;2443;NSW;Australia;6
945;Hebert;Bernocchi;Male;1998-08-26;Human Resources Manager;n/a;High Net Worth;N;Yes;221 Coolidge Parkway;2010;NSW;Australia;9
946;Bettina;Farrer;Female;1961-07-17;Research Associate;Manufacturing;High Net Worth;N;No;33564 Jana Court;4218;QLD;Australia;5
947;Hyacinth;Naldrett;Female;1986-03-10;Pharmacist;Health;Mass Customer;N;No;7 Starling Crossing;2570;NSW;Australia;9
948;Yardley;Argo;Male;1969-08-09;Recruiting Manager;n/a;Affluent Customer;N;No;283 Ryan Street;3752;VIC;Australia;7
949;Jarid;Grebner;Male;1975-09-07;Executive Secretary;Health;Mass Customer;N;Yes;97 Aberg Pass;4720;QLD;Australia;1
950;Bret;Ivakhnov;U;;Recruiter;IT;High Net Worth;N;Yes;0 Menomonie Avenue;3177;VIC;Australia;6
951;Meryl;Dumbar;Male;1999-09-29;Assistant Media Planner;Entertainment;Mass Customer;N;No;20 Carpenter Parkway;2192;NSW;Australia;9
952;Marina;Andresen;Female;1971-06-13;VP Sales;Financial Services;Affluent Customer;N;Yes;14796 Ramsey Street;2069;NSW;Australia;12
953;Jasmin;Brodeur;Female;1979-05-23;;n/a;Mass Customer;N;No;1346 Forest Dale Point;3111;VIC;Australia;10
954;Alain;Immins;Male;1995-02-28;VP Quality Control;Manufacturing;Mass Customer;N;Yes;217 Meadow Vale Point;2023;NSW;Australia;12
955;Teresina;Gibbie;Female;1989-10-01;Research Nurse;Health;Mass Customer;N;Yes;341 Saint Paul Lane;2033;NSW;Australia;9
956;Ezechiel;Pettecrew;Male;1960-09-26;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes;7823 Village Green Park;3030;VIC;Australia;8
957;Jamima;Gannan;Female;1994-08-20;Automation Specialist I;Manufacturing;Affluent Customer;N;Yes;382 Dayton Lane;2148;NSW;Australia;8
958;Kristofor;Saulter;Male;1964-01-14;Biostatistician IV;Health;High Net Worth;N;No;4 Kennedy Trail;3147;VIC;Australia;8
959;Katharina;Jennins;Female;1986-10-26;Staff Scientist;n/a;Affluent Customer;N;Yes;4364 Gale Park;2196;NSW;Australia;10
960;Lannie;Crumley;Male;1968-10-10;GIS Technical Architect;Health;Mass Customer;N;Yes;2379 Dorton Pass;2089;NSW;Australia;12
961;Rosamund;Shelton;Female;1986-08-10;Assistant Manager;Financial Services;Mass Customer;N;No;5 Hintze Hill;2641;NSW;Australia;1
962;Granger;Tuftin;Male;1977-09-07;VP Product Management;n/a;High Net Worth;N;Yes;58 High Crossing Place;4212;QLD;Australia;10
963;Valery;Haresign;Female;1968-07-28;Budget/Accounting Analyst I;n/a;High Net Worth;N;Yes;1 Ridgeway Court;3241;VIC;Australia;5
964;Rhetta;Grellier;Female;1994-01-24;Assistant Professor;Financial Services;High Net Worth;N;No;00 Park Meadow Terrace;2450;NSW;Australia;6
965;Meggie;Whitchurch;Female;1997-06-18;Structural Engineer;Retail;High Net Worth;N;Yes;29419 Harper Circle;4209;QLD;Australia;5
966;Krystyna;Linning;Female;1978-11-05;Speech Pathologist;Retail;High Net Worth;N;Yes;1601 Judy Drive;2026;NSW;Australia;10
967;April;Causon;Female;1999-10-04;Sales Associate;Manufacturing;Affluent Customer;N;Yes;7628 Larry Trail;3428;VIC;Australia;7
968;Wayne;Woodfin;Male;1955-06-16;Accountant IV;IT;High Net Worth;N;Yes;004 Lawn Trail;4227;QLD;Australia;5
969;Jo;Mallinar;Female;1978-09-19;Health Coach IV;Health;High Net Worth;N;Yes;42 Dahle Parkway;3806;VIC;Australia;7
970;Kellyann;Hawton;Female;1980-06-26;VP Accounting;Financial Services;High Net Worth;N;Yes;1472 Meadow Vale Lane;4034;QLD;Australia;7
971;Sarge;Lerohan;Male;1988-10-25;Geologist I;Manufacturing;High Net Worth;N;No;95 Old Gate Junction;2760;NSW;Australia;8
972;Dena;Crewdson;Female;1981-07-23;Project Manager;Retail;Mass Customer;N;Yes;55 Fairfield Court;3175;VIC;Australia;8
973;Annabella;Hebron;Female;1979-08-02;Data Coordiator;Health;High Net Worth;N;No;92 Bunker Hill Trail;2558;NSW;Australia;7
974;Mellicent;Dollin;Female;1991-06-07;Administrative Assistant IV;n/a;Mass Customer;N;Yes;1 Boyd Junction;2460;NSW;Australia;1
975;Goldarina;Rzehorz;U;;Automation Specialist IV;IT;Mass Customer;N;No;938 Monica Park;3173;VIC;Australia;9
976;Andonis;Slimmon;Male;1971-10-21;Graphic Designer;Financial Services;Affluent Customer;N;No;26204 Monument Alley;2289;NSW;Australia;8
977;Olga;Dyke;Female;1959-11-30;Staff Accountant III;n/a;High Net Worth;N;Yes;36 Grayhawk Plaza;2031;NSW;Australia;9
978;Erena;Escalero;Female;1982-01-31;Nurse Practicioner;n/a;High Net Worth;N;No;8276 Hudson Trail;2250;NSW;Australia;6
979;Kayla;Falkingham;Female;1959-12-25;Budget/Accounting Analyst I;Manufacturing;High Net Worth;N;No;3638 Starling Alley;2027;NSW;Australia;11
980;Max;Gronaver;Female;1978-01-23;Registered Nurse;Health;Mass Customer;N;No;7380 Canary Pass;3111;VIC;Australia;7
981;Bud;Smittoune;Male;1973-02-19;;Retail;Mass Customer;N;No;9 Debs Trail;4500;QLD;Australia;4
982;Tibold;Bonwell;Male;1960-02-12;Geologist III;Health;High Net Worth;N;Yes;82 Shasta Drive;4825;QLD;Australia;3
983;Shaylyn;Riggs;U;;;IT;Affluent Customer;N;No;9 Goodland Center;4213;QLD;Australia;9
984;Luciano;Weddup;Male;1954-03-25;Programmer I;Manufacturing;Affluent Customer;N;No;4 Amoth Trail;4161;QLD;Australia;6
985;Aryn;O'Halloran;Female;1970-09-30;Help Desk Operator;Retail;High Net Worth;N;No;730 Butternut Trail;4018;QLD;Australia;4
986;Barnard;Stranks;Male;1994-10-05;Office Assistant I;Manufacturing;Mass Customer;N;Yes;21780 Service Park;2560;NSW;Australia;7
987;Lars;Keher;Male;1974-08-29;Senior Cost Accountant;Financial Services;Affluent Customer;N;Yes;00745 Huxley Center;3757;VIC;Australia;9
988;Andree;Simonato;Female;1981-01-15;Director of Sales;Manufacturing;High Net Worth;N;No;45 Hazelcrest Junction;3073;VIC;Australia;9
989;Caralie;Morfett;Female;1982-05-24;Project Manager;Financial Services;Mass Customer;N;No;84019 Porter Trail;2871;NSW;Australia;3
990;Melissa;Purple;Female;1976-04-13;Administrative Officer;Manufacturing;Mass Customer;N;Yes;64211 Laurel Alley;3141;VIC;Australia;10
991;Lenna;Coales;Female;1991-11-29;Financial Analyst;Financial Services;Mass Customer;N;Yes;31369 Meadow Valley Road;4034;QLD;Australia;5
992;Cordelia;Hawkeswood;Female;1958-11-25;;Property;Mass Customer;N;Yes;8298 Texas Alley;2194;NSW;Australia;10
993;Reine;Semken;Female;1977-02-18;Account Coordinator;Argiculture;High Net Worth;N;No;1 Continental Center;2146;NSW;Australia;9
994;Rhetta;Kupker;Female;1977-11-14;Librarian;Entertainment;Affluent Customer;N;Yes;0465 Melrose Alley;2768;NSW;Australia;9
995;Urbano;Mews;Male;1965-11-12;Information Systems Manager;Health;Mass Customer;N;Yes;5357 Mcguire Plaza;3073;VIC;Australia;9
996;Aura;Bemlott;U;;Assistant Manager;IT;Mass Customer;N;Yes;4757 Texas Trail;3136;VIC;Australia;9
997;Ambros;Kernes;Male;1981-07-03;Teacher;Telecommunications;Mass Customer;N;Yes;27 Sunfield Center;4869;QLD;Australia;3
998;Petunia;Dufton;Female;1965-12-13;Speech Pathologist;Manufacturing;Affluent Customer;N;Yes;656 Bartelt Parkway;3127;VIC;Australia;12
999;Dido;Leyburn;Female;1988-04-10;Recruiting Manager;n/a;High Net Worth;N;No;610 Lakewood Gardens Point;4078;QLD;Australia;7
1000;Paulie;Castelot;Female;1978-08-07;Compensation Analyst;Financial Services;Mass Customer;N;No;61 Lukken Plaza;3182;VIC;Australia;6
1001;Finley;Vost;Male;1979-08-27;Recruiter;Retail;Mass Customer;N;No;67 Holmberg Way;2165;NSW;Australia;9
1002;Pacorro;De Clairmont;Male;1978-08-30;Business Systems Development Analyst;n/a;Mass Customer;N;Yes;3383 Fair Oaks Circle;3046;VIC;Australia;8
1003;Mariann;O'Geaney;Female;1968-02-03;Paralegal;Financial Services;High Net Worth;N;No;2 Vermont Avenue;2066;NSW;Australia;12
1004;Colas;Pumfrett;Male;1975-07-09;Business Systems Development Analyst;IT;High Net Worth;N;No;486 Atwood Pass;2065;NSW;Australia;12
1005;Kalila;Birtwistle;Female;1967-09-15;Design Engineer;IT;High Net Worth;N;Yes;05 Loftsgordon Pass;4380;QLD;Australia;9
1006;Norbert;Gotcher;Male;1977-08-10;Quality Control Specialist;Telecommunications;Affluent Customer;N;Yes;570 Butternut Pass;2340;NSW;Australia;4
1007;Cord;Warriner;Male;1996-06-08;;Retail;Mass Customer;N;No;63 Grayhawk Pass;2769;NSW;Australia;9
1008;Lorry;Booley;Female;1975-11-10;Teacher;n/a;Mass Customer;N;No;44594 5th Street;4220;QLD;Australia;9
1009;Nolie;Orring;Female;1957-05-09;Research Associate;Manufacturing;High Net Worth;N;Yes;495 Elmside Drive;2179;NSW;Australia;8
1010;Leighton;Ebbles;Male;1963-01-26;Nurse;Financial Services;Affluent Customer;N;No;9 Macpherson Avenue;2527;NSW;Australia;8
1011;Cymbre;Janos;Female;1985-07-19;Occupational Therapist;Health;High Net Worth;N;Yes;738 Division Street;3024;VIC;Australia;8
1012;Anna-diane;Preddle;Female;1955-05-20;Software Test Engineer III;n/a;High Net Worth;N;Yes;5 Sheridan Circle;3934;VIC;Australia;11
1013;Corissa;Zienkiewicz;Female;1976-09-06;Physical Therapy Assistant;Retail;High Net Worth;N;No;42 Lunder Drive;2027;NSW;Australia;11
1014;Miller;Faloon;Male;1960-10-14;Senior Developer;Property;Mass Customer;N;Yes;3 Hayes Court;3109;VIC;Australia;10
1015;Toiboid;Sorrel;Male;1955-04-01;Web Developer I;Health;Mass Customer;N;No;711 Sachtjen Point;2540;NSW;Australia;8
1016;Adrian;Prettyjohns;Male;1959-08-12;Legal Assistant;IT;Mass Customer;N;Yes;16395 Nevada Lane;2145;NSW;Australia;10
1017;Jacquenette;Pluthero;Female;1979-01-09;Assistant Media Planner;Entertainment;High Net Worth;N;No;0996 Cody Terrace;2761;NSW;Australia;8
1018;Matthiew;Ferreras;Male;1994-11-27;Help Desk Operator;Manufacturing;Mass Customer;N;Yes;80424 Corben Alley;2136;NSW;Australia;10
1019;Ignazio;Milby;Male;1973-11-19;Human Resources Assistant II;Manufacturing;Mass Customer;N;Yes;37208 Golf View Terrace;2145;NSW;Australia;8
1020;Natala;Thorndale;Female;1975-11-10;;IT;Affluent Customer;N;No;1128 Golden Leaf Center;3124;VIC;Australia;9
1021;Elvis;Rixon;Male;1977-10-02;Mechanical Systems Engineer;Retail;High Net Worth;N;No;4885 Stone Corner Alley;3046;VIC;Australia;8
1022;Suzann;Wilks;Female;1990-03-04;Assistant Manager;Financial Services;Affluent Customer;N;Yes;66 Hudson Crossing;2153;NSW;Australia;10
1023;Iseabal;Fullbrook;Female;1991-07-23;;Financial Services;Affluent Customer;N;Yes;5287 Wayridge Alley;2069;NSW;Australia;12
1024;Rhodia;D'Onise;Female;1992-06-05;Social Worker;Health;High Net Worth;N;Yes;15393 Cody Lane;2046;NSW;Australia;9
1025;Ario;Jeromson;Male;1997-07-30;Quality Engineer;IT;Mass Customer;N;Yes;1 Mcbride Center;2484;NSW;Australia;6
1026;Vernon;Hakking;Male;1994-07-29;;Financial Services;Affluent Customer;N;No;4870 Shelley Alley;3225;VIC;Australia;7
1027;Rolando;Sherewood;Male;1966-10-07;Statistician I;Financial Services;Affluent Customer;N;No;65634 Del Mar Crossing;4053;QLD;Australia;7
1028;Thorn;Torfin;Male;1999-08-11;Project Manager;n/a;High Net Worth;N;No;8572 Melvin Drive;3145;VIC;Australia;11
1029;Forbes;Londors;Male;1997-02-15;VP Sales;n/a;Mass Customer;N;No;5549 Bay Point;4068;QLD;Australia;9
1030;Nariko;Dummigan;Female;1962-05-05;Food Chemist;Health;Mass Customer;N;No;9 Forest Circle;2324;NSW;Australia;3
1031;Roi;Ogden;Male;1983-09-15;Junior Executive;Manufacturing;Mass Customer;N;No;6 Kedzie Hill;2214;NSW;Australia;9
1032;Maribelle;Werndly;Female;1978-07-18;Executive Secretary;n/a;Mass Customer;N;Yes;60601 Hoffman Court;2041;NSW;Australia;12
1033;Jacob;Claringbold;Male;1995-01-06;;n/a;Affluent Customer;N;Yes;1715 Scoville Drive;2031;NSW;Australia;11
1034;Denney;Cretney;Male;1976-05-12;;n/a;High Net Worth;N;Yes;85 Laurel Trail;3809;VIC;Australia;6
1035;Kara-lynn;Doddridge;Female;1976-11-02;Operator;Retail;Affluent Customer;N;Yes;3082 Almo Center;2454;NSW;Australia;4
1036;Randene;Ingle;Female;1969-11-28;Paralegal;Financial Services;Mass Customer;N;Yes;27135 Melvin Plaza;4556;QLD;Australia;8
1037;Sissie;Rielly;Female;1956-08-08;Human Resources Assistant II;Financial Services;Mass Customer;N;No;40 Kinsman Pass;2065;NSW;Australia;10
1038;Fraser;Acome;U;;Engineer I;Manufacturing;Mass Customer;N;Yes;094 Green Road;2216;NSW;Australia;11
1039;Nona;Diamant;Female;1975-03-14;;n/a;High Net Worth;N;Yes;91 Spohn Plaza;4573;QLD;Australia;7
1040;Jacenta;Wedlock;Female;1975-03-04;Food Chemist;Health;High Net Worth;N;No;5 Jana Drive;4570;QLD;Australia;1
1041;Free;Bonniface;Male;1959-05-25;;Property;Affluent Customer;N;No;201 Pepper Wood Avenue;2154;NSW;Australia;11
1042;Isacco;Woodwind;Male;1976-01-14;Nuclear Power Engineer;Manufacturing;High Net Worth;N;Yes;4408 Haas Way;2171;NSW;Australia;9
1043;Giorgi;Hurford;Male;1986-10-20;Sales Associate;Financial Services;Mass Customer;N;Yes;6 Pawling Trail;2871;NSW;Australia;7
1044;Frederico;Whilder;U;;Food Chemist;Health;High Net Worth;N;No;31111 Hoepker Road;3034;VIC;Australia;9
1045;Aeriel;Everest;Female;1986-05-08;;Financial Services;Mass Customer;N;Yes;79 Lighthouse Bay Lane;3082;VIC;Australia;8
1046;Shir;Clevely;Female;1955-07-23;Budget/Accounting Analyst II;n/a;Affluent Customer;N;No;2354 Forster Road;2131;NSW;Australia;11
1047;Standford;Tanswill;Male;1978-09-03;VP Accounting;Financial Services;Affluent Customer;N;No;5271 Vernon Court;3207;VIC;Australia;10
1048;Braden;Lamming;Male;1976-06-08;Internal Auditor;n/a;Affluent Customer;N;No;06 Declaration Hill;3184;VIC;Australia;11
1049;Fraser;Gaenor;Male;1996-03-02;Software Consultant;Property;Mass Customer;N;No;07716 5th Alley;2250;NSW;Australia;5
1050;Marjie;Ghion;Female;1973-07-29;Software Consultant;Telecommunications;Mass Customer;N;Yes;10 Pennsylvania Hill;2118;NSW;Australia;11
1051;Xylia;Lange;Female;1977-09-29;Help Desk Technician;Property;High Net Worth;N;Yes;2330 Huxley Crossing;2570;NSW;Australia;10
1052;Dela;Flannigan;Female;1986-02-02;Junior Executive;Financial Services;High Net Worth;N;No;5811 Hanson Lane;2260;NSW;Australia;7
1053;Davon;Stanyland;Male;1962-05-20;;Manufacturing;Mass Customer;N;Yes;7 Main Crossing;2065;NSW;Australia;12
1054;Natal;Matiewe;Male;1983-08-09;Nuclear Power Engineer;Manufacturing;Mass Customer;N;Yes;682 Spenser Plaza;3977;VIC;Australia;6
1055;Danell;Rose;Female;1988-06-08;Data Coordiator;Manufacturing;Mass Customer;N;No;1149 Riverside Parkway;2016;NSW;Australia;11
1056;Kendricks;Markel;Male;1966-12-18;Software Test Engineer IV;Manufacturing;Affluent Customer;N;No;1176 Pine View Lane;2112;NSW;Australia;11
1057;Laryssa;Durdle;Female;1969-04-06;Registered Nurse;Health;Mass Customer;N;No;22 Sachtjen Avenue;2137;NSW;Australia;12
1058;Gretel;Gionettitti;Female;1987-10-24;Research Assistant IV;Retail;Affluent Customer;N;Yes;6 Pankratz Crossing;2228;NSW;Australia;11
1059;Chantal;Plante;Female;1968-02-16;Account Representative III;Entertainment;High Net Worth;N;Yes;6988 Acker Crossing;2217;NSW;Australia;10
1060;Vanda;Boadby;Female;1961-11-23;Associate Professor;Argiculture;Affluent Customer;N;Yes;9993 Mccormick Street;2223;NSW;Australia;8
1061;Anderson;;Male;1988-11-07;Speech Pathologist;Financial Services;Mass Customer;N;No;7 Holmberg Circle;2018;NSW;Australia;9
1062;Tish;Mowett;Female;1975-09-28;Junior Executive;n/a;Mass Customer;N;No;7 Village Green Circle;3109;VIC;Australia;10
1063;Terrence;Geck;Male;1987-03-01;Actuary;Financial Services;Affluent Customer;N;Yes;4044 Tennessee Parkway;2315;NSW;Australia;9
1064;Thornie;Andrusov;Male;1977-06-13;Librarian;Entertainment;Affluent Customer;N;Yes;4297 Emmet Lane;2170;NSW;Australia;8
1065;Chilton;Ghirigori;Male;1962-06-27;Quality Engineer;Financial Services;Mass Customer;N;Yes;6 Sycamore Drive;4053;QLD;Australia;7
1066;Hailey;Ricciardi;Male;1995-10-06;Recruiter;Telecommunications;High Net Worth;N;No;6 Barby Road;4300;QLD;Australia;4
1067;Berri;Cotillard;Female;1965-05-17;Engineer IV;Financial Services;Mass Customer;N;Yes;37495 Summerview Park;2619;NSW;Australia;7
1068;Frazer;Searston;Male;1995-03-21;;Health;Mass Customer;N;Yes;3 Center Crossing;2452;NSW;Australia;3
1069;Reese;Titterington;Male;1976-04-15;Web Designer I;Telecommunications;Mass Customer;N;No;19386 Burrows Way;2229;NSW;Australia;10
1070;Albert;Gomery;Male;1995-06-04;Account Representative IV;n/a;Mass Customer;N;No;4 Quincy Trail;2800;NSW;Australia;3
1071;Chrisy;Miranda;Male;1986-12-29;;Retail;High Net Worth;N;No;69881 Westport Parkway;2880;NSW;Australia;1
1072;Curt;Petrello;Male;1957-06-01;Senior Cost Accountant;Financial Services;High Net Worth;N;Yes;44 Ramsey Road;2515;NSW;Australia;9
1073;Elbertina;Donne;Female;1980-02-25;Associate Professor;n/a;Affluent Customer;N;Yes;12764 Raven Plaza;4020;QLD;Australia;7
1074;Griswold;Juett;Male;1974-07-14;Accounting Assistant IV;n/a;High Net Worth;N;Yes;356 Petterle Way;2193;NSW;Australia;9
1075;Cullin;Elcoate;Male;1967-07-25;Administrative Officer;Manufacturing;High Net Worth;N;No;2827 Fallview Lane;2064;NSW;Australia;9
1076;Siegfried;Trattles;Male;2000-06-06;Pharmacist;Health;Affluent Customer;N;No;7 Del Sol Road;4220;QLD;Australia;9
1077;Sheba;Este;Female;1955-10-11;;Telecommunications;Mass Customer;N;Yes;05415 Basil Junction;2450;NSW;Australia;8
1078;Abe;Pilley;Male;1976-06-05;Executive Secretary;Manufacturing;Mass Customer;N;No;09 Warbler Court;4152;QLD;Australia;9
1079;Dennie;L' Anglois;Male;1978-01-03;Nurse Practicioner;Manufacturing;Mass Customer;N;No;847 David Hill;4035;QLD;Australia;8
1080;Monah;Talbot;Female;1999-12-26;Speech Pathologist;Property;Mass Customer;N;Yes;24596 Hoepker Avenue;2322;NSW;Australia;4
1081;Marga;Cradduck;Female;1985-10-21;Social Worker;Health;Mass Customer;N;No;75 Mesta Hill;4509;QLD;Australia;7
1082;Guinevere;Kelby;U;;Financial Analyst;Financial Services;Mass Customer;N;Yes;7258 Mandrake Terrace;3138;VIC;Australia;9
1083;Chadd;Fowlds;Male;1996-08-07;VP Product Management;n/a;Affluent Customer;N;No;84741 Scoville Terrace;3029;VIC;Australia;5
1084;Serena;Jagson;Female;1994-05-18;Accounting Assistant I;Retail;Affluent Customer;N;No;04328 Rowland Plaza;3441;VIC;Australia;9
1085;Lucho;Strafen;Male;1975-09-12;Internal Auditor;Health;Mass Customer;N;No;332 Maywood Crossing;3136;VIC;Australia;9
1086;Ezechiel;Parnall;Male;1989-06-21;Statistician IV;Property;Mass Customer;N;Yes;6026 Graceland Crossing;2121;NSW;Australia;11
1087;Lian;Madrell;Female;1979-09-18;Financial Analyst;Financial Services;Mass Customer;N;Yes;0 Fremont Court;3023;VIC;Australia;7
1088;Andy;Polgreen;Female;1989-07-21;Design Engineer;n/a;High Net Worth;N;Yes;5515 Artisan Center;3337;VIC;Australia;3
